0	43.905628
0.001732515	43.81252
0.00346503	43.675244
0.005197545	43.393032
0.00693006	42.978156
0.008662575	42.443888
0.01039509	41.67086
0.012127605	40.680128
0.01386012	39.418872
0.015592635	37.770104
0.01732515	35.623904
0.019057665	32.92827
0.02079018	29.575684
0.022522695	25.322064
0.02425521	20.33514
0.025987725	14.587552
0.02772024	8.2502715
0.029452754	1.5517145
0.031185269	5.23374
0.032917784	11.744326
0.034650299	17.698472
0.036382814	22.994568
0.038115329	27.445588
0.039847844	31.172634
0.041580359	34.148088
0.043312874	36.451416
0.045045389	38.335664
0.046777904	39.766168
0.048510419	40.89358
0.050242934	41.754892
0.051975449	42.445488
0.053707964	42.935608
0.055440479	43.326472
0.057172994	43.5807
0.058905509	43.771088
0.060638024	43.882184
0.062370539	43.86948
0.064103054	43.807196
0.065835569	43.660112
0.067568084	43.420348
0.069300599	43.041284
0.071033114	42.607852
0.072765629	41.932196
0.074498144	41.125184
0.076230659	40.039524
0.077963174	38.688648
0.079695689	37.023128
0.081428204	34.823784
0.083160719	32.242418
0.084893234	29.192888
0.086625749	25.72492
0.088358263	22.005494
0.090090778	18.229646
0.091823293	14.668948
0.093555808	11.440838
0.095288323	8.708567
0.097020838	6.6881215
0.098753353	4.972704
0.100485868	3.600317
0.102218383	2.48376175
0.103950898	1.507869625
0.105683413	0.904284063
0.107415928	0.456731125
0.109148443	0.244461172
0.110880958	0.12229282
0.112613473	0.072082344
0.114345988	0.051950301
0.116078503	0
0.117811018	0
0.119543533	0
0.121276048	0
0.123008563	0
0.124741078	0
0.126473593	0
0.128206108	0
0.129938623	0
0.131671138	0
0.133403653	0
0.135136168	0
0.136868683	0
0.138601198	0
0.140333713	0
0.142066228	0
0.143798743	0
0.145531257	0
0.147263772	0
0.148996287	0
0.150728802	0
0.152461317	0
0.154193832	0
0.155926347	0
0.157658862	0
0.159391377	0
0.161123892	0
0.162856407	0
0.164588922	0
0.166321437	0
0.168053952	0
0.169786467	0
0.171518982	0
0.173251497	0
0.174984012	0
0.176716527	0
0.178449042	0
0.180181557	0
0.181914072	0
0.183646587	0
0.185379102	0
0.187111617	0
0.188844132	0
0.190576647	0
0.192309162	0
0.194041677	0
0.195774192	0
0.197506707	0
0.199239222	0
0.200971737	0
0.202704251	0
0.204436766	0
0.206169281	0
0.207901796	0
0.209634311	0
0.211366826	0
0.213099341	0
0.214831856	0
0.216564371	0
0.218296886	0
0.220029401	0
0.221761916	0
0.223494431	0
0.225226946	0
0.226959461	0
0.228691976	0
0.230424491	0
0.232157006	0
0.233889521	0
0.235622036	0
0.237354551	0
0.239087066	0
0.240819581	0
0.242552096	0
0.244284611	0
0.246017126	0
0.247749641	0
0.249482156	0
0.251214671	0
0.252947186	0
0.254679701	0
0.256412216	0
0.258144731	0
0.259877246	0
0.26160976	0
0.263342275	0
0.26507479	0
0.266807305	0
0.26853982	0
0.270272335	0
0.27200485	0
0.273737365	0
0.27546988	0
0.277202395	0
0.27893491	0
0.280667425	0
0.28239994	0
0.284132455	0
0.28586497	0
0.287597485	0
0.28933	0
